,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Punting,Punting,Punting,Punting,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 51_level_0,qb,qb_tag
116,111,2011,2011-12-24,15,16,,KAN,,OAK,L 13-16,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Matt Cassel,CassMa00
117,112,2011,2012-01-01,16,17,,KAN,@,DEN,W 7-3,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Matt Cassel,CassMa00
118,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Num,Pct,Num,Pct,Num,Pct,Status,Matt Cassel,CassMa00
119,113,2012,2012-09-09,1,1,30.115,KAN,,ATL,L 24-40,*,21,33,63.64,258,1,2,72.5,3,17,7.82,5.70,4,20,5.00,1,0,0,0,,0,0.0%,,1,6,1,1,0,0,0,0,0,0,,0,69,100%,0,0%,0,0%,,Matt Cassel,CassMa00
120,114,2012,2012-09-16,2,2,30.122,KAN,@,BUF,L 17-35,*,23,42,54.76,301,2,1,83.5,5,29,7.17,7.05,2,25,12.50,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,73,100%,0,0%,0,0%,,Matt Cassel,CassMa00
121,115,2012,2012-09-23,3,3,30.129,KAN,@,NOR,W 27-24,*,26,44,59.09,248,0,1,65.3,3,11,5.64,4.61,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,94,100%,0,0%,0,0%,,Matt Cassel,CassMa00
122,116,2012,2012-09-30,4,4,30.136,KAN,,SDG,L 20-37,*,24,42,57.14,251,2,3,60.7,2,17,5.98,3.71,0,0,,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,0,0,,0,72,100%,0,0%,0,0%,,Matt Cassel,CassMa00
123,117,2012,2012-10-07,5,5,30.143,KAN,,BAL,L 6-9,*,9,15,60.00,92,0,2,38.1,0,0,6.13,0.13,4,14,3.50,0,0,0,0,,0,0.0%,,0,0,2,2,0,0,-6,0,0,0,,0,62,87%,0,0%,0,0%,,Matt Cassel,CassMa00
124,118,2012,2012-10-14,6,6,,KAN,@,TAM,L 10-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Matt Cassel,CassMa00
125,119,2012,2012-10-28,7,8,30.164,KAN,,OAK,L 16-26,,20,30,66.67,218,1,1,85.1,2,15,7.27,6.43,7,35,5.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,-2,0,0,0,,0,51,82%,0,0%,0,0%,,Matt Cassel,CassMa00
126,120,2012,2012-11-01,8,9,30.168,KAN,@,SDG,L 13-31,*,19,29,65.52,181,0,1,68.3,1,5,6.24,4.69,6,37,6.17,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,62,100%,0,0%,0,0%,,Matt Cassel,CassMa00
127,121,2012,2012-11-12,9,10,30.179,KAN,@,PIT,L 13-16,*,11,26,42.31,154,0,1,46.0,2,6,5.92,4.19,2,12,6.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,0,0,,0,64,100%,0,0%,0,0%,,Matt Cassel,CassMa00
128,122,2012,2012-11-18,10,11,30.185,KAN,,CIN,L 6-28,*,8,16,50.00,93,0,0,68.0,1,1,5.81,5.81,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,0,0,,0,31,51%,0,0%,0,0%,,Matt Cassel,CassMa00
129,123,2012,2012-11-25,11,12,,KAN,,DEN,L 9-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Matt Cassel,CassMa00
130,124,2012,2012-12-02,12,13,,KAN,,CAR,W 27-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Matt Cassel,CassMa00
131,125,2012,2012-12-09,13,14,,KAN,@,CLE,L 7-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Matt Cassel,CassMa00
132,126,2012,2012-12-16,14,15,,KAN,@,OAK,L 0-15,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Matt Cassel,CassMa00
133,127,2012,2012-12-23,15,16,,KAN,,IND,L 13-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Matt Cassel,CassMa00
134,128,2012,2012-12-30,16,17,,KAN,@,DEN,L 3-38,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Matt Cassel,CassMa00
135,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Num,Pct,Num,Pct,Num,Pct,Status,Matt Cassel,CassMa00
136,129,2013,2013-09-08,1,1,,MIN,@,DET,L 24-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Matt Cassel,CassMa00
137,130,2013,2013-09-15,2,2,,MIN,@,CHI,L 30-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Matt Cassel,CassMa00
138,131,2013,2013-09-22,3,3,,MIN,,CLE,L 27-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Matt Cassel,CassMa00
139,132,2013,2013-09-29,4,4,31.135,MIN,,PIT,W 34-27,*,16,25,64.00,248,2,0,123.4,1,0,9.92,11.52,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,0,0,,0,52,100%,0,0%,0,0%,,Matt Cassel,CassMa00
140,133,2013,2013-10-13,5,6,31.149,MIN,,CAR,L 10-35,*,32,44,72.73,241,1,2,74.1,3,26,5.48,3.89,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,0,0,,0,62,100%,0,0%,0,0%,,Matt Cassel,CassMa00
141,134,2013,2013-10-21,6,7,,MIN,@,NYG,L 7-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Matt Cassel,CassMa00
142,135,2013,2013-10-27,7,8,,MIN,,GNB,L 31-44,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Matt Cassel,CassMa00
143,136,2013,2013-11-03,8,9,,MIN,@,DAL,L 23-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Matt Cassel,CassMa00
144,137,2013,2013-11-07,9,10,31.174,MIN,,WAS,W 34-27,,4,6,66.67,47,0,0,90.3,0,0,7.83,7.83,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,0,0,,0,17,33%,0,0%,0,0%,,Matt Cassel,CassMa00
145,138,2013,2013-11-17,10,11,31.184,MIN,@,SEA,L 20-41,,5,13,38.46,78,1,1,52.7,0,0,6.00,4.08,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,0,0,,0,18,24%,0,0%,0,0%,,Matt Cassel,CassMa00
146,139,2013,2013-11-24,11,12,,MIN,@,GNB,T 26-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Matt Cassel,CassMa00
147,140,2013,2013-12-01,12,13,31.198,MIN,,CHI,W 23-20,,20,33,60.61,243,1,1,80.7,2,9,7.36,6.61,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-3,0,0,0,,0,62,71%,0,0%,0,0%,,Matt Cassel,CassMa00
148,141,2013,2013-12-08,13,14,31.205,MIN,@,BAL,L 26-29,*,17,38,44.74,265,2,0,86.0,0,0,6.97,8.03,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,0,0,,0,66,100%,0,0%,0,0%,,Matt Cassel,CassMa00
149,142,2013,2013-12-15,14,15,31.212,MIN,,PHI,W 48-30,*,26,35,74.29,382,2,1,116.6,3,12,10.91,10.77,3,19,6.33,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,0,0,,0,75,100%,0,0%,0,0%,,Matt Cassel,CassMa00
150,143,2013,2013-12-22,15,16,31.219,MIN,@,CIN,L 14-42,*,13,27,48.15,114,1,3,32.6,4,20,4.22,-0.04,3,16,5.33,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,49,100%,0,0%,0,0%,,Matt Cassel,CassMa00
151,144,2013,2013-12-29,16,17,31.226,MIN,,DET,W 14-13,*,20,33,60.61,189,1,1,73.9,3,18,5.73,4.97,4,5,1.25,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,0,0,,0,58,100%,0,0%,0,0%,,Matt Cassel,CassMa00
152,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Num,Pct,Num,Pct,Num,Pct,Status,Matt Cassel,CassMa00
153,145,2014,2014-09-07,1,1,32.113,MIN,@,STL,W 34-6,*,17,25,68.00,170,2,0,113.7,0,0,6.80,8.40,5,-3,-0.60,0,0,0,0,,0,0.0%,,0,0,2,0,0,2,-29,0,0,0,,0,59,100%,0,0%,0,0%,,Matt Cassel,CassMa00
154,146,2014,2014-09-14,2,2,32.120,MIN,,NWE,L 7-30,*,19,36,52.78,202,1,4,39.1,6,39,5.61,1.17,3,16,5.33,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,0,0,,0,66,100%,0,0%,0,0%,,Matt Cassel,CassMa00
155,147,2014,2014-09-21,3,3,32.127,MIN,@,NOR,L 9-20,*,5,10,50.00,53,0,0,65.8,0,0,5.30,5.30,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,0,0,,0,16,29%,0,0%,0,0%,,Matt Cassel,CassMa00
156,148,2014,2014-09-28,4,4,,MIN,,ATL,W 41-28,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Matt Cassel,CassMa00
157,149,2014,2014-10-02,5,5,,MIN,@,GNB,L 10-42,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Matt Cassel,CassMa00
158,150,2014,2014-10-12,6,6,,MIN,,DET,L 3-17,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Matt Cassel,CassMa00
159,151,2014,2014-10-19,7,7,,MIN,@,BUF,L 16-17,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Matt Cassel,CassMa00
160,152,2014,2014-10-26,8,8,,MIN,@,TAM,W 19-13,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Matt Cassel,CassMa00
161,153,2014,2014-11-02,9,9,,MIN,,WAS,W 29-26,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Matt Cassel,CassMa00
