,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Unnamed: 28_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 40_level_0,qb,qb_tag
80,77,2001,2001-12-16,13,14,,PIT,@,BAL,W 26-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Tommy Maddox,MaddTo00
81,78,2001,2001-12-23,14,15,30.112,PIT,,DET,W 47-14,,0,0,,0,0,0,,0,,,,2,4,2.00,1,1,6,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
82,79,2001,2001-12-30,15,16,,PIT,@,CIN,L 23-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Tommy Maddox,MaddTo00
83,80,2001,2002-01-06,16,17,30.126,PIT,,CLE,W 28-7,,6,8,75.00,97,1,1,115.1,1,4,12.13,9.00,1,8,8.00,0,0,0,0.0,,,,,,1,0,0,0,0,0,,Tommy Maddox,MaddTo00
84,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Status,Tommy Maddox,MaddTo00
85,81,2002,2002-09-09,1,1,31.007,PIT,@,NWE,L 14-30,,,,,,,,,0,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,Tommy Maddox,MaddTo00
86,82,2002,2002-09-15,2,2,31.013,PIT,,OAK,L 17-30,,,,,,,,,0,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,Tommy Maddox,MaddTo00
87,83,2002,2002-09-29,3,4,31.027,PIT,,CLE,W 16-13,,11,13,84.62,122,1,1,99.4,0,0,9.38,7.46,2,1,0.50,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
88,84,2002,2002-10-06,4,5,31.034,PIT,@,NOR,L 29-32,*,22,38,57.89,268,3,1,95.1,4,24,7.05,7.45,0,0,,0,0,0,0.0,,,,,,1,1,0,0,0,0,,Tommy Maddox,MaddTo00
89,85,2002,2002-10-13,5,6,31.041,PIT,@,CIN,W 34-7,*,16,25,64.00,216,1,2,71.4,2,19,8.64,5.84,0,0,,0,0,0,0.0,0,0,0,0,,1,0,0,1,0,0,,Tommy Maddox,MaddTo00
90,86,2002,2002-10-21,6,7,31.049,PIT,,IND,W 28-10,*,15,23,65.22,188,2,1,101.4,1,6,8.17,7.96,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
91,87,2002,2002-10-27,7,8,31.055,PIT,@,BAL,W 31-18,*,18,24,75.00,172,2,1,104.9,0,0,7.17,6.96,4,-9,-2.25,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
92,88,2002,2002-11-03,8,9,31.062,PIT,@,CLE,W 23-20,*,23,42,54.76,239,2,1,77.4,2,10,5.69,5.57,3,8,2.67,0,0,0,0.0,0,0,0,0,,2,0,0,2,0,0,,Tommy Maddox,MaddTo00
93,89,2002,2002-11-10,9,10,31.069,PIT,,ATL,T 34-34,*,28,41,68.29,473,4,1,129.4,2,10,11.54,12.39,2,7,3.50,0,0,0,0.0,1,0,1,0,,1,1,0,0,-2,0,,Tommy Maddox,MaddTo00
94,90,2002,2002-11-17,10,11,31.076,PIT,@,TEN,L 23-31,*,14,28,50.00,194,1,3,44.9,1,6,6.93,2.82,1,12,12.00,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
95,91,2002,2002-11-24,11,12,,PIT,,CIN,W 29-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Tommy Maddox,MaddTo00
96,92,2002,2002-12-01,12,13,31.090,PIT,@,JAX,W 25-23,,,,,,,,,0,,,,,,,,0,0,0.0,0,0,0,0,,0,,,0,0,0,,Tommy Maddox,MaddTo00
97,93,2002,2002-12-08,13,14,31.097,PIT,,HOU,L 6-24,*,30,57,52.63,325,0,2,55.1,6,32,5.70,4.12,2,6,3.00,0,0,0,0.0,,,,,,1,1,0,0,0,0,,Tommy Maddox,MaddTo00
98,94,2002,2002-12-15,14,15,31.104,PIT,,CAR,W 30-14,*,20,33,60.61,209,1,1,76.5,2,12,6.33,5.58,1,0,0.00,0,0,0,0.0,0,0,0,0,,2,0,0,2,-1,0,,Tommy Maddox,MaddTo00
99,95,2002,2002-12-23,15,16,31.112,PIT,@,TAM,W 17-7,*,17,23,73.91,236,1,0,120.9,2,11,10.26,11.13,2,-2,-1.00,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
100,96,2002,2002-12-29,16,17,31.118,PIT,,BAL,W 34-31,*,20,30,66.67,194,2,2,79.0,4,18,6.47,4.80,2,20,10.00,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
101,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Status,Tommy Maddox,MaddTo00
102,97,2003,2003-09-07,1,1,32.005,PIT,,BAL,W 34-15,*,21,29,72.41,260,3,0,134.3,2,9,8.97,11.03,0,0,,0,0,0,0.0,,,,,,1,0,0,1,0,0,,Tommy Maddox,MaddTo00
103,98,2003,2003-09-14,2,2,32.012,PIT,@,KAN,L 20-41,*,28,47,59.57,336,1,3,62.0,4,16,7.15,4.70,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
104,99,2003,2003-09-21,3,3,32.019,PIT,@,CIN,W 17-10,*,21,34,61.76,240,1,1,80.5,1,2,7.06,6.32,1,-1,-1.00,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
105,100,2003,2003-09-28,4,4,32.026,PIT,,TEN,L 13-30,*,31,47,65.96,332,0,2,68.8,3,25,7.06,5.15,2,-1,-0.50,0,0,0,0.0,,,,,,1,0,0,0,-6,0,,Tommy Maddox,MaddTo00
106,101,2003,2003-10-05,5,5,32.033,PIT,,CLE,L 13-33,*,11,24,45.83,136,0,2,29.2,3,12,5.67,1.92,0,0,,0,0,0,0.0,,,,,,1,1,0,0,0,0,,Tommy Maddox,MaddTo00
107,102,2003,2003-10-12,6,6,32.040,PIT,@,DEN,L 14-17,*,19,30,63.33,182,0,0,80.1,7,56,6.07,6.07,0,0,,0,0,0,0.0,,,,,,1,0,0,0,0,0,,Tommy Maddox,MaddTo00
108,103,2003,2003-10-26,7,8,32.054,PIT,,STL,L 21-33,*,12,28,42.86,159,2,3,45.7,2,8,5.68,2.29,1,4,4.00,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
109,104,2003,2003-11-02,8,9,32.061,PIT,@,SEA,L 16-23,*,21,35,60.00,226,1,0,88.5,2,11,6.46,7.03,2,5,2.50,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
110,105,2003,2003-11-09,9,10,32.068,PIT,,ARI,W 28-15,*,12,24,50.00,159,3,0,110.9,1,0,6.63,9.13,1,-1,-1.00,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
111,106,2003,2003-11-17,10,11,32.076,PIT,@,SFO,L 14-30,*,25,44,56.82,327,1,1,78.5,2,15,7.43,6.86,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
112,107,2003,2003-11-23,11,12,32.082,PIT,@,CLE,W 13-6,*,9,24,37.50,73,1,0,59.9,2,14,3.04,3.88,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
113,108,2003,2003-11-30,12,13,32.089,PIT,,CIN,L 20-24,*,28,42,66.67,313,1,1,86.7,5,34,7.45,6.86,2,4,2.00,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
114,109,2003,2003-12-07,13,14,32.096,PIT,,OAK,W 27-7,*,19,28,67.86,266,1,1,95.2,0,0,9.50,8.61,3,3,1.00,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
115,110,2003,2003-12-14,14,15,32.103,PIT,@,NYJ,L 0-6,*,16,38,42.11,137,0,0,52.2,0,0,3.61,3.61,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
116,111,2003,2003-12-21,15,16,32.110,PIT,,SDG,W 40-24,*,11,18,61.11,160,3,0,129.6,2,9,8.89,12.22,1,-1,-1.00,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
117,112,2003,2003-12-28,16,17,32.117,PIT,@,BAL,L 10-13,*,14,27,51.85,108,0,3,22.4,5,31,4.00,-1.00,0,0,,0,0,0,0.0,0,0,0,0,,1,1,0,0,0,0,,Tommy Maddox,MaddTo00
118,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Status,Tommy Maddox,MaddTo00
119,113,2004,2004-09-12,1,1,33.010,PIT,,OAK,W 24-21,*,13,22,59.09,142,0,0,78.2,2,12,6.45,6.45,3,13,4.33,0,0,0,0.0,,,,,,2,1,0,0,0,0,,Tommy Maddox,MaddTo00
120,114,2004,2004-09-19,2,2,33.017,PIT,@,BAL,L 13-30,*,4,13,30.77,67,0,0,49.2,2,10,5.15,5.15,1,1,1.00,0,0,0,0.0,,,,,,1,1,0,0,0,0,,Tommy Maddox,MaddTo00
121,115,2004,2004-09-26,3,3,,PIT,@,MIA,W 13-3,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Tommy Maddox,MaddTo00
122,116,2004,2004-10-03,4,4,,PIT,,CIN,W 28-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Tommy Maddox,MaddTo00
123,117,2004,2004-10-10,5,5,,PIT,,CLE,W 34-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Tommy Maddox,MaddTo00
124,118,2004,2004-10-17,6,6,,PIT,@,DAL,W 24-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Tommy Maddox,MaddTo00
125,119,2004,2004-10-31,7,8,,PIT,,NWE,W 34-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Tommy Maddox,MaddTo00
126,120,2004,2004-11-07,8,9,,PIT,,PHI,W 27-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Tommy Maddox,MaddTo00
127,121,2004,2004-11-14,9,10,,PIT,@,CLE,W 24-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Tommy Maddox,MaddTo00
128,122,2004,2004-11-21,10,11,,PIT,@,CIN,W 19-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Tommy Maddox,MaddTo00
129,123,2004,2004-11-28,11,12,,PIT,,WAS,W 16-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Tommy Maddox,MaddTo00
130,124,2004,2004-12-05,12,13,,PIT,@,JAX,W 17-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Tommy Maddox,MaddTo00
131,125,2004,2004-12-12,13,14,,PIT,,NYJ,W 17-6,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Tommy Maddox,MaddTo00
132,126,2004,2004-12-18,14,15,,PIT,@,NYG,W 33-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Tommy Maddox,MaddTo00
133,127,2004,2004-12-26,15,16,33.115,PIT,,BAL,W 20-7,,1,1,100.00,0,0,0,79.2,0,0,0.00,0.00,4,-1,-0.25,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
134,128,2004,2005-01-02,16,17,33.122,PIT,@,BUF,W 29-24,*,12,24,50.00,120,1,2,43.7,2,15,5.00,2.08,1,2,2.00,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
135,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Status,Tommy Maddox,MaddTo00
136,129,2005,2005-09-11,1,1,,PIT,,TEN,W 34-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Tommy Maddox,MaddTo00
137,130,2005,2005-09-18,2,2,,PIT,@,HOU,W 27-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Tommy Maddox,MaddTo00
138,131,2005,2005-09-25,3,3,,PIT,,NWE,L 20-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Tommy Maddox,MaddTo00
139,132,2005,2005-10-10,4,5,,PIT,@,SDG,W 24-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Tommy Maddox,MaddTo00
140,133,2005,2005-10-16,5,6,34.044,PIT,,JAX,L 17-23,*,11,28,39.29,154,1,3,30.1,2,9,5.50,1.39,3,15,5.00,0,0,0,0.0,0,0,0,0,,1,1,0,0,-9,0,,Tommy Maddox,MaddTo00
141,134,2005,2005-10-23,6,7,,PIT,@,CIN,W 27-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Tommy Maddox,MaddTo00
142,135,2005,2005-10-31,7,8,,PIT,,BAL,W 20-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Tommy Maddox,MaddTo00
143,136,2005,2005-11-06,8,9,34.065,PIT,@,GNB,W 20-10,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
144,137,2005,2005-11-13,9,10,34.072,PIT,,CLE,W 34-21,,4,7,57.14,22,0,0,62.8,0,0,3.14,3.14,1,0,0.00,0,0,0,0.0,,,,,,0,,0,0,0,0,,Tommy Maddox,MaddTo00
145,138,2005,2005-11-20,10,11,34.079,PIT,@,BAL,L 13-16,*,19,36,52.78,230,1,1,70.4,6,34,6.39,5.69,4,11,2.75,0,0,0,0.0,0,0,0,0,,1,1,0,0,0,0,,Tommy Maddox,MaddTo00
146,139,2005,2005-11-28,11,12,,PIT,@,IND,L 7-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Tommy Maddox,MaddTo00
147,140,2005,2005-12-04,12,13,,PIT,,CIN,L 31-38,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Tommy Maddox,MaddTo00
148,141,2005,2005-12-11,13,14,,PIT,,CHI,W 21-9,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Tommy Maddox,MaddTo00
149,142,2005,2005-12-18,14,15,,PIT,@,MIN,W 18-3,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Tommy Maddox,MaddTo00
150,143,2005,2005-12-24,15,16,,PIT,@,CLE,W 41-0,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Tommy Maddox,MaddTo00
151,144,2005,2006-01-01,16,17,,PIT,,DET,W 35-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Tommy Maddox,MaddTo00
152,,,92 Games,,,,,,,43-48-1,,686,1200,57.17,8087,48,54,72.4,94,541,6.74,5.51,68,128,1.88,1,1,6,0.0,1,0,1,0,,24,10,0,8,-18,0,,Tommy Maddox,MaddTo00
