,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Punting,Punting,Punting,Punting,Unnamed: 38_level_0,qb,qb_tag
85,80,1991,1991-10-20,8,8,30.114,RAI,,RAM,W 20-17,*,15,26,57.69,271,1,1,90.4,2,16,10.42,9.46,2,-1,-0.50,0,0,0,2,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
86,81,1991,1991-10-28,9,9,30.122,RAI,@,KAN,L 21-24,*,12,26,46.15,250,1,3,53.8,4,35,9.62,5.19,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
87,82,1991,1991-11-10,10,11,30.135,RAI,@,DEN,W 17-16,*,12,19,63.16,140,1,0,103.0,3,25,7.37,8.42,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
88,83,1991,1991-11-17,11,12,30.142,RAI,,SEA,W 31-7,*,16,19,84.21,237,3,0,158.2,1,11,12.47,15.63,2,17,8.50,0,0,0,1,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
89,84,1991,1991-11-24,12,13,30.149,RAI,@,CIN,W 38-14,*,4,10,40.00,30,0,0,47.9,1,11,3.00,3.00,1,-2,-2.00,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
90,85,1991,1991-12-01,13,14,30.156,RAI,@,SDG,W 9-7,*,12,28,42.86,122,0,3,16.4,0,0,4.36,-0.46,1,-1,-1.00,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
91,86,1991,1991-12-08,14,15,30.163,RAI,,BUF,L 27-30,*,11,21,52.38,252,1,2,72.0,1,2,12.00,8.67,4,3,0.75,0,0,0,1,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
92,87,1991,1991-12-16,15,16,30.171,RAI,@,NOR,L 0-27,*,7,14,50.00,76,0,0,66.4,3,21,5.43,5.43,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
93,88,1991,1991-12-22,16,17,,RAI,,KAN,L 21-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jay Schroeder,SchrJa00
94,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Jay Schroeder,SchrJa00
95,89,1992,1992-09-06,1,1,31.070,RAI,@,DEN,L 13-17,*,7,24,29.17,181,0,2,23.8,3,20,7.54,3.79,3,13,4.33,0,0,0,2,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
96,90,1992,1992-09-13,2,2,31.077,RAI,@,CIN,L 21-24,*,25,40,62.50,380,2,1,100.0,3,13,9.50,9.38,2,19,9.50,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
97,91,1992,1992-09-20,3,3,,RAI,,CLE,L 16-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jay Schroeder,SchrJa00
98,92,1992,1992-09-28,4,4,,RAI,@,KAN,L 7-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jay Schroeder,SchrJa00
99,93,1992,1992-10-04,5,5,31.098,RAI,,NYG,W 13-10,,1,2,50.00,18,0,0,81.2,1,9,9.00,9.00,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
100,94,1992,1992-10-11,6,6,,RAI,,BUF,W 20-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jay Schroeder,SchrJa00
101,95,1992,1992-10-18,7,7,31.112,RAI,@,SEA,W 19-0,,9,19,47.37,84,1,0,77.5,1,7,4.42,5.47,3,13,4.33,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
102,96,1992,1992-10-25,8,8,31.119,RAI,,DAL,L 13-28,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,2,5,2.50,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
103,97,1992,1992-11-08,9,10,31.133,RAI,@,PHI,L 10-31,,11,27,40.74,127,1,1,52.5,2,16,4.70,3.78,2,10,5.00,0,0,0,1,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
104,98,1992,1992-11-15,10,11,31.140,RAI,,SEA,W 20-3,*,10,23,43.48,108,1,1,54.3,2,20,4.70,3.61,3,24,8.00,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
105,99,1992,1992-11-22,11,12,31.147,RAI,,DEN,W 24-0,*,16,30,53.33,160,3,0,102.1,2,10,5.33,7.33,4,9,2.25,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
106,100,1992,1992-11-29,12,13,31.154,RAI,@,SDG,L 3-27,*,14,19,73.68,166,0,1,78.0,2,21,8.74,6.37,1,12,12.00,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
107,101,1992,1992-12-06,13,14,31.161,RAI,,KAN,W 28-7,*,12,18,66.67,93,3,2,79.2,3,14,5.17,3.50,4,21,5.25,0,0,0,1,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
108,102,1992,1992-12-14,14,15,31.169,RAI,@,MIA,L 7-20,*,10,24,41.67,93,0,1,35.6,2,21,3.88,2.00,3,28,9.33,0,0,0,1,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
109,103,1992,1992-12-20,15,16,31.175,RAI,,SDG,L 14-36,*,4,13,30.77,25,0,1,8.2,2,8,1.92,-1.54,1,6,6.00,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
110,104,1992,1992-12-26,16,17,31.181,RAI,@,WAS,W 21-20,*,4,11,36.36,41,0,1,10.0,2,21,3.73,-0.36,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
111,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Jay Schroeder,SchrJa00
112,105,1993,1993-09-05,1,1,32.069,CIN,@,CLE,L 14-27,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,0,0,0,0,,,,Jay Schroeder,SchrJa00
113,106,1993,1993-09-12,2,2,,CIN,,IND,L 6-9,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jay Schroeder,SchrJa00
114,107,1993,1993-09-19,3,3,32.083,CIN,@,PIT,L 7-34,,1,5,20.00,3,0,1,0.0,0,0,0.60,-8.40,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
115,108,1993,1993-09-26,4,4,32.090,CIN,,SEA,L 10-19,,14,22,63.64,183,1,0,104.9,2,10,8.32,9.23,2,2,1.00,0,0,0,1,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
116,109,1993,1993-10-10,5,6,32.104,CIN,@,KAN,L 15-17,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,0,0,0,0,,,,Jay Schroeder,SchrJa00
117,110,1993,1993-10-17,6,7,32.111,CIN,,CLE,L 17-28,,19,37,51.35,172,2,0,82.3,2,15,4.65,5.73,1,2,2.00,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
118,111,1993,1993-10-24,7,8,32.118,CIN,@,HOU,L 12-28,*,17,31,54.84,213,1,0,87.2,4,35,6.87,7.52,2,6,3.00,0,0,0,2,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
119,112,1993,1993-11-07,8,10,32.132,CIN,,PIT,L 16-24,*,13,29,44.83,117,1,1,53.4,3,21,4.03,3.17,4,31,7.75,0,0,0,1,,0,1,0,0,0,0,,0,,Jay Schroeder,SchrJa00
120,113,1993,1993-11-14,9,11,32.139,CIN,,HOU,L 3-38,*,4,11,36.36,46,0,0,49.8,2,6,4.18,4.18,1,0,0.00,0,0,0,1,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
121,114,1993,1993-11-21,10,12,,CIN,@,NYJ,L 12-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Schroeder,SchrJa00
122,115,1993,1993-11-28,11,13,,CIN,,RAI,W 16-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Schroeder,SchrJa00
123,116,1993,1993-12-05,12,14,32.160,CIN,@,SFO,L 8-21,,10,24,41.67,98,0,0,53.8,0,0,4.08,4.08,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
124,117,1993,1993-12-12,13,15,,CIN,@,NWE,L 2-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jay Schroeder,SchrJa00
125,118,1993,1993-12-19,14,16,,CIN,,RAM,W 15-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jay Schroeder,SchrJa00
126,119,1993,1993-12-26,15,17,,CIN,,ATL,W 21-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jay Schroeder,SchrJa00
127,120,1993,1994-01-02,16,18,,CIN,@,NOR,L 13-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jay Schroeder,SchrJa00
128,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Jay Schroeder,SchrJa00
129,121,1994,1994-09-11,2,2,,ARI,,NYG,L 17-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Schroeder,SchrJa00
130,122,1994,1994-09-18,3,3,33.082,ARI,@,CLE,L 0-32,,7,20,35.00,100,0,1,31.2,1,9,5.00,2.75,1,16,16.00,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
131,123,1994,1994-10-02,4,5,33.096,ARI,,MIN,W 17-7,*,20,36,55.56,221,1,1,71.6,2,21,6.14,5.44,2,11,5.50,0,0,0,1,1,0,0,-2,0,0,0,,0,,Jay Schroeder,SchrJa00
132,124,1994,1994-10-09,5,6,33.103,ARI,@,DAL,L 3-38,*,5,9,55.56,34,0,3,24.5,0,0,3.78,-11.22,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
133,125,1994,1994-10-16,6,7,,ARI,@,WAS,W 19-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Schroeder,SchrJa00
134,126,1994,1994-10-23,7,8,,ARI,,DAL,L 21-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jay Schroeder,SchrJa00
135,127,1994,1994-10-30,8,9,,ARI,,PIT,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jay Schroeder,SchrJa00
136,128,1994,1994-11-06,9,10,,ARI,@,PHI,L 7-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jay Schroeder,SchrJa00
137,129,1994,1994-11-13,10,11,,ARI,@,NYG,W 10-9,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jay Schroeder,SchrJa00
138,130,1994,1994-11-20,11,12,33.145,ARI,,PHI,W 12-6,*,12,23,52.17,132,0,0,69.5,1,9,5.74,5.74,4,15,3.75,0,0,0,1,1,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
139,131,1994,1994-11-27,12,13,33.152,ARI,,CHI,L 16-19,*,23,43,53.49,192,0,1,55.6,2,15,4.47,3.42,1,6,6.00,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
140,132,1994,1994-12-04,13,14,33.159,ARI,@,HOU,W 30-12,*,12,20,60.00,176,1,1,84.6,1,5,8.80,7.55,2,2,1.00,0,0,0,2,0,0,1,-3,0,0,0,,0,,Jay Schroeder,SchrJa00
141,133,1994,1994-12-11,14,15,33.166,ARI,,WAS,W 17-15,*,16,25,64.00,216,1,0,104.7,3,22,8.64,9.44,4,-1,-0.25,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
142,134,1994,1994-12-18,15,16,33.173,ARI,,CIN,W 28-7,*,12,20,60.00,122,1,0,94.2,0,0,6.10,7.10,1,10,10.00,0,0,0,0,,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
143,135,1994,1994-12-24,16,17,33.179,ARI,@,ATL,L 6-10,*,26,42,61.90,317,0,0,85.1,1,4,7.55,7.55,1,0,0.00,0,0,0,1,1,0,0,0,0,0,0,,0,,Jay Schroeder,SchrJa00
144,,,118 Games,,,,,,,66-52-0,,1426,2808,50.78,20063,114,108,71.7,208,1600,7.14,6.23,242,761,3.14,5,5,30,33,3,0,5,-24,0,4,132,33.00,0,,Jay Schroeder,SchrJa00
